Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Metascore,IMDBRating,imdbVotes,imdbID
Race to the Center of the Earth,2021,TV-14,29 Mar 2021,-1,"Adventure, Game-Show, Reality-TV",NA,NA,"Chris Payne Gilbert, David Bacon, Jeremy Conkling",English,United States,NA,-1.0,6.3,191,tt10370752
Special Agent Oso,2009–2012,TV-Y,04 Apr 2009,23,"Animation, Action, Adventure",NA,Ford Riley,"Meghan Strange, Gary Anthony Williams, Sean Astin",English,"United States, United Kingdom, South Korea",3 nominations,-1.0,5.3,588,tt1124354
X-Men: The Last Stand,2006,PG-13,26 May 2006,104,"Action, Adventure, Sci-Fi",Brett Ratner,"Simon Kinberg, Zak Penn","Patrick Stewart, Hugh Jackman, Halle Berry",English,"United States, United Kingdom, Canada",7 wins & 40 nominations,58.0,6.7,"506,045",tt0376994
The Incredible Hulk,1996–1998,TV-Y7,08 Sep 1996,20,"Animation, Action, Adventure",NA,"Jack Kirby, Stan Lee","Lou Ferrigno, Neal McDonough, John Vernon",English,United States,1 win,-1.0,6.8,"3,254",tt0115215
Wander Over Yonder,2013–2016,TV-Y7,13 Sep 2013,30,"Animation, Adventure, Comedy",NA,Craig McCracken,"Jack McBrayer, April Winchell, Keith Ferguson",English,"Ireland, Canada, United States",Won 1 Primetime Emmy. 4 wins & 15 nominations total,-1.0,7.4,"4,157",tt2252938
Star Wars Biomes,2021,NA,04 May 2021,18,"Short, Sci-Fi",NA,NA,NA,English,United States,NA,-1.0,6.5,638,tt14578676
Star Wars Vehicle Flythroughs,2021–,NA,04 May 2021,-1,Sci-Fi,NA,NA,NA,English,United States,NA,-1.0,6.3,296,tt14578626
Star Wars: The Bad Batch,2021–,TV-PG,04 May 2021,-1,"Animation, Action, Adventure",NA,"Jennifer Corbett, Dave Filoni","Ming-Na Wen, Dee Bradley Baker, Michelle Ang",English,United States,1 nomination,-1.0,7.9,"26,117",tt12708542
Spider-Man: The Animated Series,1994–1998,TV-Y,19 Nov 1994,23,"Animation, Action, Adventure",NA,"Stan Lee, Steve Ditko","Christopher Daniel Barnes, Sara Ballantine, Edward Asner",English,United States,4 nominations,-1.0,8.4,"30,547",tt0112175
22 vs. Earth,2021,NA,30 Apr 2021,9,"Animation, Short, Adventure",Kevin Nolting,Josh Cooley,"Tina Fey, Richard Ayoade, Alice Braga",English,United States,NA,-1.0,6.5,"3,877",tt14499632
DuckTales,2017–2021,TV-Y,12 Aug 2017,21,"Animation, Action, Adventure",NA,"Francisco Angones, Matt Youngberg","David Tennant, Ben Schwartz, Danny Pudi",English,United States,2 wins & 21 nominations,-1.0,8.2,"9,203",tt5531466
The Oklahoma Woman,1956,G,15 Jun 1956,73,"Action, Drama, Western",Roger Corman,Lou Rusoff,"Richard Denning, Peggie Castle, Cathy Downs",English,United States,NA,-1.0,4.2,84,tt0049570
Baby's Day Out,1994,PG,01 Jul 1994,99,"Adventure, Comedy, Crime",Patrick Read Johnson,John Hughes,"Lara Flynn Boyle, Joe Mantegna, Joe Pantoliano",English,United States,NA,-1.0,6.2,"49,963",tt0109190
Being the Queen,2020,NA,22 Nov 2020,-1,Documentary,Tom Jennings,"Tobiah Black (Writer), Laura Verklan (Writer)","Queen Elizabeth II, Prince Philip, Prince Charles, Princess Diana",English,USA,NA,-1.0,6.3,29,tt13237134
Liv and Maddie,2013–2017,TV-G,19 Jul 2013,22,"Comedy, Drama, Family",NA,"John D. Beck, Ron Hart","Dove Cameron, Joey Bragg, Tenzing Norgay Trainor",English,United States,1 win & 10 nominations,-1.0,6.3,"8,218",tt2794380
Secrets of the Whales,2021,TV-PG,22 Apr 2021,191,"Documentary, Adventure",NA,NA,"Sigourney Weaver, Shane Gero",English,United States,Won 1 Primetime Emmy. 1 win & 4 nominations total,-1.0,8.6,527,tt12824750
Big Shot,2021–,TV-PG,16 Apr 2021,-1,"Comedy, Drama, Sport",NA,"Brad Garrett, David E. Kelley, Dean Lorey","John Stamos, Jessalyn Gilsig, Richard Robichaux",English,United States,1 nomination,-1.0,7.6,"3,620",tt11238096
Earth Moods,2021–,TV-G,16 Apr 2021,30,"Documentary, Adventure",NA,NA,NA,English,United States,NA,-1.0,8.0,155,tt14260676
Rio,2011,PG,15 Apr 2011,96,"Animation, Adventure, Comedy",Carlos Saldanha,"Carlos Saldanha, Earl Richey Jones, Todd R. Jones","Jesse Eisenberg, Anne Hathaway, George Lopez","English, Portuguese, Arabic",United States,Nominated for 1 Oscar. 3 wins & 31 nominations total,63.0,6.9,"221,629",tt1436562
The Kid Who Would Be King,2019,PG,25 Jan 2019,120,"Action, Adventure, Family",Joe Cornish,Joe Cornish,"Louis Ashbourne Serkis, Denise Gough, Dean Chaumoo",English,"United Kingdom, United States",2 wins & 4 nominations,66.0,6.1,"16,432",tt6811018
Treasure Buddies,2012,G,31 Jan 2012,93,"Comedy, Family",Robert Vince,"Robert Vince, Anna McRoberts, Kevin DiCicco (character created by: ""Air Bud""), Paul Tamasy (characters created by), Aaron Mendelsohn (characters created by)","Tucker Albrizzi, Adam Alexi-Malle, Tim Conway, Mason Cook",English,"USA, Canada",NA,-1.0,4.5,"1,678",tt1791658
Cesar Millan: The Real Story,2012,NA,25 Nov 2012,45,"Documentary, Biography",Doug Shultz,"Erica Sashin, Doug Shultz","Jahira Dar, Lou Dimovitch, Tara King",English,United States,NA,-1.0,6.9,66,tt3249810
Kick Buttowski: Suburban Daredevil,2010–2012,TV-Y7,12 Feb 2010,23,"Animation, Action, Adventure",NA,Sandro Corsaro,"Charlie Schlatter, Matt Jones, Danny Cooksey",English,United States,Nominated for 1 Primetime Emmy. 9 nominations total,-1.0,6.6,"4,800",tt1600757
Mark Twain and Me,1991,NA,22 Nov 1991,93,"Biography, Drama",Daniel Petrie,"Dorothy Quick (book), Cynthia Whitcomb","Jason Robards, Talia Shire, R.H. Thomson, Fiona Reid",English,"Canada, USA",Won 2 Primetime Emmys. Another 4 wins & 5 nominations.,-1.0,6.8,124,tt0102404
Ewoks: The Battle for Endor,1985,TV-G,24 Nov 1985,94,"Adventure, Family, Fantasy, Sci-Fi","Jim Wheat, Ken Wheat","Ken Wheat (screenplay), Jim Wheat (screenplay), George Lucas (story)","Wilford Brimley, Warwick Davis, Aubree Miller, Siân Phillips",English,USA,Won 1 Primetime Emmy. Another 2 nominations.,-1.0,5.5,"8,753",tt0089110
Higglytown Heroes,2004–2008,TV-Y,12 Sep 2004,30,"Animation, Family",NA,"Denis Morella, George Evelyn, Holly Huckins","Robert Grovich, Frankie Ryan Manriquez, Liliana Mumy",English,"United States, South Korea",1 win & 1 nomination,-1.0,5.0,525,tt0406419
The Island at the Top of the World,1974,G,20 Dec 1974,93,"Adventure, Family, Fantasy",Robert Stevenson,"John Whedon, Donald G. Payne","David Hartman, Donald Sinden, Jacques Marin","English, Swedish, Norwegian, Danish, Icelandic, French",United States,Nominated for 1 Oscar. 1 nomination total,-1.0,6.2,"2,737",tt0071671
Made in A Day,2020–,NA,NA,-1,Documentary,NA,NA,"Craig Whitney, Shawn Henson, Jat Dhillon",English,United States,NA,-1.0,8.0,24,tt12833474
Night at the Museum,2006,PG,22 Dec 2006,108,"Adventure, Comedy, Family",Shawn Levy,"Robert Ben Garant, Thomas Lennon, Milan Trenc","Ben Stiller, Carla Gugino, Ricky Gervais","English, Italian, Hebrew","United States, United Kingdom",2 wins & 8 nominations,48.0,6.4,"337,517",tt0477347
Sharks of the Bermuda Triangle,2020,NA,01 Aug 2020,43,Documentary,NA,NA,"Austin Gallagher, Mike New, Yannis P. Papastamatiou",English,United States,NA,-1.0,6.1,22,tt13063526
The Big Year,2011,PG,14 Oct 2011,100,Comedy,David Frankel,"Howard Franklin, Mark Obmascik","Owen Wilson, Jack Black, Steve Martin",English,United States,1 win,53.0,6.2,"44,612",tt1053810
The Last Ice,2020,NA,22 May 2020,83,Documentary,Scott Ressler,NA,NA,"English, Inuktitut, Greenlandic",United States,3 nominations,-1.0,7.3,84,tt12812506
Third Man on the Mountain,1959,Approved,10 Nov 1959,107,"Adventure, Drama, Family",Ken Annakin,"Eleanore Griffin, James Ramsey Ullman","Michael Rennie, James MacArthur, Janet Munro",English,"United States, United Kingdom",NA,-1.0,7.1,"1,031",tt0053352
Walk the Prank,2016–2018,TV-Y7,01 Apr 2016,22,"Comedy, Reality-TV",NA,"Trevor Moore, Adam Small","Jennifer Aspinall, Cody Veith, Jillian Shea Spaeder",English,United States,8 nominations,-1.0,4.2,459,tt5486088
Pickle and Peanut,2015–2018,TV-Y7,07 Sep 2015,30,"Animation, Short, Adventure",NA,"Noah Jones, Joel Trussell","Johnny Pemberton, Jon Heder, Joel Trussell",English,United States,1 win & 4 nominations,-1.0,3.7,"1,356",tt3824018
The Mighty Ducks: Game Changers,2021–,TV-PG,26 Mar 2021,-1,"Comedy, Drama, Sport",NA,"Steven Brill, Josh Goldsmith, Cathy Yuspa","Lauren Graham, Brady Noon, Maxwell Simkins",English,United States,1 win & 1 nomination,-1.0,7.4,"4,454",tt7939768
Mexico Untamed,2018,NA,15 Sep 2018,44,Documentary,NA,NA,Juan Monsalvez,English,New Zealand,NA,-1.0,-1.0,22,tt10389464
The Falcon and the Winter Soldier,2021,TV-14,19 Mar 2021,50,"Action, Adventure, Drama",NA,Malcolm Spellman,"Anthony Mackie, Sebastian Stan, Wyatt Russell",English,United States,Nominated for 5 Primetime Emmys. 2 wins & 38 nominations total,-1.0,7.3,"192,218",tt9208876
Doc McStuffins: The Doc Is In,2020,NA,04 Dec 2020,23,Animation,Chris Anthony Hamilton,NA,"Laya DeLeon Hayes, Lara Jill Miller, Robbie Rist",English,United States,NA,-1.0,-1.0,-1,tt13522660
Marvel Studios: Assembled,2021–,TV-14,12 Mar 2021,58,Documentary,NA,NA,"Kevin Feige, Andy Park, Florence Pugh",English,United States,NA,-1.0,8.0,"2,164",tt14094206
Miss Peregrine's Home for Peculiar Children,2016,PG-13,30 Sep 2016,127,"Adventure, Drama, Family",Tim Burton,"Ransom Riggs, Jane Goldman","Eva Green, Asa Butterfield, Samuel L. Jackson",English,"United States, United Kingdom, Belgium, Canada",2 wins & 12 nominations,57.0,6.7,"167,697",tt1935859
Own the Room,2021,TV-PG,12 Mar 2021,91,Documentary,"Cristina Costantini, Darren Foster",NA,"Alondra Toledo, Daniela Blanco, Henry Onyango",English,United States,2 nominations,68.0,6.8,221,tt14017018
Garfield: A Tail of Two Kitties,2006,PG,16 Jun 2006,82,"Animation, Adventure, Comedy","Tim Hill, Steven Rimdzius","Joel Cohen, Alec Sokolow, Jim Davis","Breckin Meyer, Jennifer Love Hewitt, Billy Connolly",English,"United Kingdom, United States",4 nominations,37.0,5.0,"42,179",tt0455499
Dog with a Blog,2012–2015,TV-G,12 Oct 2012,22,"Comedy, Drama, Family",NA,"Michael B. Kaplan, Philip Stark","Genevieve Hannelius, Blake Michael, Francesca Capaldi",English,United States,Nominated for 4 Primetime Emmys. 2 wins & 9 nominations total,-1.0,5.0,"6,099",tt2222135
Mickey Go Local,2019–2020,NA,24 Jul 2019,-1,"Animation, Short, Comedy",NA,NA,"Azran Bin Ahmad, Rozita Binti Mohamed Hussain, Shamsir Bin Mohd Shahar",None,Singapore,NA,-1.0,5.8,56,tt13845582
Okavango: River of Dreams - Director's Cut,2020,NA,26 Jan 2020,94,Documentary,"Beverly Joubert, Dereck Joubert",NA,NA,English,"Austria, South Africa",6 wins,-1.0,8.3,18,tt10023274
Pair of Kings,2010–2013,TV-Y7,10 Sep 2010,22,"Comedy, Family, Fantasy",NA,"Dan Cross, David Hoge","Kelsey Asbille, Larramie Doc Shaw, Geno Segers",English,United States,Nominated for 2 Primetime Emmys. 2 wins & 3 nominations total,-1.0,5.9,"3,991",tt1571313
Secrets of Sulphur Springs,2021–,TV-PG,15 Jan 2021,24,"Adventure, Drama, Family",NA,Tracey Thomson,"Preston Oliver, Kyliegh Curran, Elle Graham",English,United States,NA,-1.0,7.8,"2,506",tt10329642
Cheaper by the Dozen,2003,PG,25 Dec 2003,98,"Comedy, Family",Shawn Levy,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey, Craig Titley","Steve Martin, Bonnie Hunt, Hilary Duff",English,United States,2 wins & 7 nominations,46.0,5.9,"100,411",tt0349205
Cheaper by the Dozen 2,2005,PG,21 Dec 2005,94,"Adventure, Comedy, Family",Adam Shankman,"Sam Harper, Craig Titley, Frank B. Gilbreth Jr.","Steve Martin, Bonnie Hunt, Hilary Duff",English,"United States, Canada",1 win & 5 nominations,34.0,5.5,"57,721",tt0452598
Flora & Ulysses,2021,PG,19 Feb 2021,95,"Adventure, Comedy, Family",Lena Khan,"Brad Copeland, Kate DiCamillo","Matilda Lawler, Alyson Hannigan, Ben Schwartz",English,United States,2 nominations,62.0,6.2,"5,807",tt8521736
The Book of Life,2014,PG,17 Oct 2014,95,"Animation, Adventure, Comedy",Jorge R. Gutiérrez,"Jorge R. Gutiérrez, Doug Langdale","Diego Luna, Zoe Saldana, Channing Tatum","English, Spanish",United States,3 wins & 29 nominations,67.0,7.2,"69,767",tt2262227
The Muppet Show,1976–1981,TV-G,23 Apr 1977,30,"Comedy, Family, Music",NA,"Jim Henson, Jack Burns","Jim Henson, Frank Oz, Richard Hunt",English,"United States, United Kingdom",Won 4 Primetime Emmys. 11 wins & 25 nominations total,-1.0,8.4,"24,184",tt0074028
Marvel Battleworld: Mystery of the Thanostones,2020,NA,17 Jun 2020,3,"Animation, Action",NA,NA,"Rebecca Shoichet, Giles Panton, Ian Hanlin",English,United States,NA,-1.0,5.9,80,tt12583300
Marvel's Behind the Mask,2021,TV-14,12 Feb 2021,64,Documentary,Mike Jacobs,NA,"Nicole J. Georges, Maggie Thompson",English,United States,NA,-1.0,6.4,415,tt13885628
Expedition Everest,2020,NA,30 Jun 2020,42,Documentary,NA,NA,NA,English,USA,NA,-1.0,7.3,36,tt13009970
Upside-Down Magic,2020,TV-PG,31 Jul 2020,96,"Family, Fantasy",Joe Nussbaum,"Nick Pustay (teleplay by), Josh A. Cagan (teleplay by), Sarah Mlynowski (based upon the novel ""Upside-Down Magic"" by), Lauren Myracle (based upon the novel ""Upside-Down Magic"" by), Emily Jenkins (novel)","Izabela Rose, Siena Agudong, Kyle Howard, Elie Samouhi",English,"USA, Canada",2 nominations.,-1.0,5.3,"1,091",tt10833270
Dinosaurs,1991–1994,TV-PG,26 Apr 1991,30,"Comedy, Family, Fantasy",NA,"Michael Jacobs, Bob Young","Stuart Pankin, Jessica Walter, Jason Willinger",English,United States,Won 1 Primetime Emmy. 5 wins & 3 nominations total,-1.0,7.4,"18,478",tt0101081
Pixar Popcorn,2021–,TV-PG,22 Jan 2021,19,"Animation, Short, Comedy",NA,NA,"Keegan-Michael Key, Jordan Peele, Craig T. Nelson",English,United States,NA,-1.0,6.6,"1,877",tt13634444
Isle of Dogs,2018,PG-13,13 Apr 2018,101,"Animation, Adventure, Comedy",Wes Anderson,"Wes Anderson, Roman Coppola, Jason Schwartzman","Bryan Cranston, Koyu Rankin, Edward Norton","English, Japanese","United States, Germany, United Kingdom",Nominated for 2 Oscars. 34 wins & 94 nominations total,82.0,7.8,"161,766",tt5104604
WandaVision,2021,TV-PG,15 Jan 2021,350,"Action, Comedy, Drama",NA,Jac Schaeffer,"Elizabeth Olsen, Paul Bettany, Kathryn Hahn",English,United States,Won 3 Primetime Emmys. 25 wins & 101 nominations total,-1.0,8.0,"273,373",tt9140560
Disney Fam Jam,2020–,NA,23 Feb 2020,-1,Biography,NA,NA,"Trevor Tordjman, Ariel Martin, Alyssa Aure",NA,United States,NA,-1.0,5.0,28,tt11138524
Ferdinand,2017,PG,15 Dec 2017,108,"Animation, Adventure, Comedy",Carlos Saldanha,"Robert L. Baird, Tim Federle, Brad Copeland","John Cena, Kate McKinnon, Bobby Cannavale","English, Spanish, German",United States,Nominated for 1 Oscar. 2 wins & 20 nominations total,58.0,6.7,"55,164",tt3411444
Marvel Studios: Legends,2021–,TV-14,08 Jan 2021,7,"Short, Action, Fantasy",NA,NA,Keith Wallace,English,United States,NA,-1.0,6.6,"3,923",tt13650480
Toy Story That Time Forgot,2014,TV-G,02 Dec 2014,22,"Animation, Short, Adventure, Comedy, Family, Fantasy",Steve Purcell,Steve Purcell,"Tom Hanks, Tim Allen, Kristen Schaal, Kevin McKidd",English,USA,8 nominations.,-1.0,7.2,"10,473",tt3473654
Mega Hammerhead,2016,NA,26 Jun 2016,43,Documentary,"Brandon Hill, Marc Ostrick",Norman Anderson,"Neil Hammerschlag, Dan Nachtrab, Bill Sebastian",English,USA,NA,-1.0,6.5,39,tt5828074
Burrow,2020,G,25 Dec 2020,6,"Animation, Short, Comedy",Madeline Sharafian,Madeline Sharafian,NA,English,United States,Nominated for 1 Oscar. 2 nominations total,-1.0,7.4,"5,598",tt13167288
Cosmos: Possible Worlds,2020,TV-PG,09 Mar 2020,45,Documentary,NA,NA,"Neil deGrasse Tyson, Seth MacFarlane, Sasha Sagan",English,United States,Won 2 Primetime Emmys. 2 wins & 2 nominations total,-1.0,9.1,"5,858",tt11170862
Soul,2020,PG,25 Dec 2020,100,"Animation, Adventure, Comedy","Pete Docter, Kemp Powers","Pete Docter, Mike Jones, Kemp Powers","Jamie Foxx, Tina Fey, Graham Norton","English, Korean, Inuktitut",United States,Won 2 Oscars. 120 wins & 94 nominations total,83.0,8.1,"302,673",tt2948372
Dory's Reef Cam,2020,TV-G,18 Dec 2020,180,"Animation, Adventure, Comedy, Family",Michal Makarewicz,NA,NA,English,USA,NA,-1.0,3.5,197,tt13496400
On Pointe,2020–,TV-PG,18 Dec 2020,50,Documentary,NA,NA,"Brandon Chosed, Nathan Chandler Reid",English,United States,1 nomination,-1.0,7.6,345,tt11097576
Wild Nordic,2019,NA,01 Jul 2019,45,Documentary,NA,NA,Stig Henrik Hoff,English,United States,NA,-1.0,7.2,34,tt14072300
